# 一簡
一	y
疔	dgovvi
腚	dgu
腚	dguooa
頂	dgv
丁	dgvi
丁	dgvii
酊	dgviv
耵	dgvivi
耵	dgvivi
酊	dgvivi
頂	dgvivu
碇	dgvu
碇	dgvuoo
玎	dgvv
靛	dgvvo
靛	dgvvoo
玎	dgvvvi
代	dh
逮	dha
紿	dhaa
紿	dhaaao
怠	dhao
迨	dhaoo
怠	dhaooa
迨	dhaooa
炱	dhaoou
炱	dhaoou
逮	dhavoa
袋	dhi
獃	dhia
獃	dhiavu
貸	dhiv
駘	dhiva
代	dhivao
貸	dhivao
駘	dhivao
黛	dhivi
岱	dhivia
岱	dhivia
黛	dhivia
袋	dhivov
傣	dhivv
垈	dhivvo
垈	dhivvo
傣	dhivvv
呆	dho
呆	dho
詒	dhoa
詒	dhoaao
呔	dhov
呔	dhovuo
待	dhu
戴	dhuo
戴	dhuoia
待	dhuuvo
帶	dhv
軑	dhva
棣	dhvav
軑	dhvavu
棣	dhvavv
帶	dhviia
埭	dhvo
靆	dhvoa
埭	dhvoav
靆	dhvoav
歹	dhvu
殆	dhvua
歹	dhvuao
殆	dhvuao
大	dhvuo
大	dhvuoo
玳	dhvv
甙	dhvvi
甙	dhvvii
玳	dhvviv
讀	dj
渡	dja
賭	djao
賭	djaouo
渡	djaovu
妒	djau
妒	djauuu
厾	djav
瀆	djavo
厾	djavoa
瀆	djavoi
督	dji
睹	djia
髑	djiai
髑	djiaia
睹	djiauo
黷	djiav
黷	djiavo
芏	djii
芏	djiivo
鍍	djio
鍍	djioov
𨧀	djiov
𨧀	djiovv
督	djivia
度	djo
讀	djoavo
闍	djoi
闍	djoiuo
嘟	djou
嘟	djouov
度	djovao
獨	dju
獨	djuaia
牘	djui
牘	djuivo
都	djuo
都	djuoai
肚	djuv
篤	djuvi
篤	djuviv
肚	djuvoo
犢	djuvv
犢	djuvvo
毒	djv
頓	djva
頓	djvavu
蠹	djvi
蠹	djviia
堵	djvo
覿	djvoi
覿	djvoia
堵	djvouo
碡	djvu
碡	djvuvv
杜	djvv
毒	djvvaa
纛	djvvi
纛	djvvia
櫝	djvvo
櫝	djvvoi
杜	djvvoo
地	dk
滴	dka
締	dkaa
締	dkaaov
滌	dkai
滌	dkaiiu
翟	dkao
翟	dkaoio
滴	dkaovo
嫡	dkau
娣	dkauo
娣	dkauou
媂	dkauov
媂	dkauov
嫡	dkauov
低	dki
迪	dkia
睇	dkiao
迪	dkiaoa
睇	dkiaou
骶	dkiau
骶	dkiaua
螮	dkiav
螮	dkiavi
頔	dkiavu
頔	dkiavu
蒂	dkii
蒂	dkiiov
荻	dkiiu
荻	dkiiua
菂	dkiiui
菂	dkiiui
鏑	dkio
鏑	dkioov
俤	dkiou
俤	dkioua
抵	dkiu
低	dkiuav
提	dkiuo
提	dkiuoi
抵	dkiuua
底	dko
諦	dkoa
禘	dkoao
諟	dkoaoi
諟	dkoaoi
禘	dkoaov
諦	dkoaov
詆	dkoau
詆	dkoaua
褫	dkoauu
褫	dkoauu
踶	dkoi
蹢	dkoio
踶	dkoioi
蹢	dkoiov
嘀	dkoo
悌	dkooo
悌	dkooou
嘀	dkoovo
弟	dkou
弟	dkouav
啇	dkoui
啇	dkouia
羝	dkouu
羝	dkouua
敵	dkov
帝	dkovi
帝	dkovia
遆	dkovo
遆	dkovoa
適	dkovoa
適	dkovoa
底	dkovua
敵	dkovuv
第	dku
狄	dkua
邸	dkuaa
邸	dkuaai
逖	dkuao
逖	dkuaoa
狄	dkuaou
觝	dkuau
觝	dkuaua
氐	dkuav
氐	dkuava
的	dkui
的	dkuiua
糴	dkuo
糴	dkuoao
遞	dkuu
遞	dkuuoa
笛	dkuv
第	dkuvav
笛	dkuvia
牴	dkuvu
牴	dkuvua
堤	dkv
棣	dkva
櫂	dkvao
櫂	dkvaov
棣	dkvavv
髢	dkvi
髢	dkviai
鞮	dkvio
鞮	dkvioi
坻	dkvo
地	dkvoai
覿	dkvoi
覿	dkvoia
堤	dkvooi
坻	dkvoua
砥	dkvu
柢	dkvua
柢	dkvuav
碲	dkvuo
磾	dkvuoo
磾	dkvuoo
碲	dkvuov
砥	dkvuua
玓	dkvv
𤧛	dkvvo
𤧛	dkvvov
杕	dkvvu
玓	dkvvua
杕	dkvvuo
多	dl
墮	dla
綞	dlaa
綞	dlaauv
隳	dlai
隳	dlaiii
隋	dlaiv
墮	dlaivo
隋	dlaivu
剟	dlao
剟	dlaoii
沲	dlau
沲	dlauva
鐸	dli
飿	dlio
飿	dlioai
鐸	dlioia
掇	dliu
掇	dliuao
馱	dliv
馱	dlivvu
踱	dlo
咄	dloa
裰	dloaa
裰	dloaao
咄	dloaii
跺	dloi
踱	dloiov
跺	dloiua
惰	dloo
惰	dloovu
哆	dlou
哚	dloua
哆	dlouao
哚	dlouav
度	dlov
度	dlovao
嚲	dlovo
嚲	dlovoo
朵	dlu
剁	dlua
剁	dluaii
多	dluaua
朵	dluavv
躲	dlui
躲	dluiua
舵	dluu
舵	dluuoo
奪	dlv
垛	dlvo
㙍	dlvoa
㙍	dlvoao
柁	dlvoo
柁	dlvooa
埵	dlvou
垛	dlvoua
埵	dlvouv
奪	dlvuio
點	dm
殿	dma
澱	dmaa
澱	dmaavv
阽	dmai
阽	dmaiiv
淀	dmao
淀	dmaooa
滇	dmau
滇	dmauoi
殿	dmavua
典	dmi
巔	dmia
點	dmiaiv
典	dmiauo
巔	dmiauo
佃	dmii
佃	dmiiav
鈿	dmio
鈿	dmioia
拈	dmiu
拈	dmiuiv
掂	dmiuo
掂	dmiuov
店	dmo
扂	dmoa
扂	dmoaiv
踮	dmoi
踮	dmoiov
闐	dmoiu
闐	dmoiuo
惦	dmoo
惦	dmooov
奠	dmou
奠	dmouvu
癲	dmov
癜	dmova
癜	dmovav
店	dmoviv
癲	dmovuo
顛	dmu
甸	dmua
甸	dmuaia
腆	dmui
腆	dmuiav
顛	dmuovu
簟	dmuv
簟	dmuvvi
電	dmv
墊	dmvo
坫	dmvoi
電	dmvoia
坫	dmvoiv
墊	dmvovo
磹	dmvu
碘	dmvui
碘	dmvuia
磹	dmvuvi
玷	dmvv
玷	dmvviv
靛	dmvvo
琔	dmvvoo
琔	dmvvoo
靛	dmvvoo
扽	dn
扽	dniuva
當	dp
凼	dpa
凼	dpa
盪	dpao
盪	dpaoia
璗	dpaov
璗	dpaovv
黨	dpi
蕩	dpii
蕩	dpiiao
菪	dpiio
菪	dpiioo
儻	dpiiou
儻	dpiiou
鐺	dpio
當	dpioia
黨	dpioia
鐺	dpioio
党	dpiou
党	dpioua
擋	dpiu
擋	dpiuio
襠	dpo
讜	dpoa
襠	dpoaio
讜	dpoaio
噹	dpoi
噹	dpoiou
宕	dpoo
宕	dpoovu
簹	dpu
簹	dpuvio
檔	dpv
欓	dpvi
檔	dpviou
欓	dpviou
壋	dpvo
壋	dpvoio
碭	dpvu
碭	dpvuoi
璫	dpvv
璫	dpvvio
丟	dq
銩	dqi
銩	dqiouv
丟	dquvao
等	dr
登	dra
澄	draa
澄	draaou
鄧	drao
鄧	draoai
凳	draou
凳	draoua
登	draovo
瞪	dri
嶝	dria
嶝	driaao
瞪	driaao
鐙	drio
鐙	drioao
燈	dro
噔	droa
噔	droaou
蹬	droi
蹬	droiao
戥	droiv
戥	droiva
憕	droo
憕	drooao
燈	drouao
簦	dru
簦	druvao
等	druvvo
磴	drv
磴	drvuao
璒	drvv
璒	drvvao
大	ds
妲	dsa
溚	dsai
溚	dsaiii
沓	dsao
沓	dsaoii
妲	dsauoi
打	dsi
疊	dsia
疊	dsiaoa
薘	dsii
薘	dsiiuo
鎝	dsio
鎝	dsioii
鐽	dsiov
鐽	dsiovo
搭	dsiu
搭	dsiuii
撻	dsiuv
打	dsiuvi
撻	dsiuvo
瘩	dso
褡	dsoa
褡	dsoaii
嗒	dsoi
嗒	dsoiii
躂	dsoiv
躂	dsoivo
怛	dsoo
憚	dsooo
怛	dsoooi
炟	dsoooi
炟	dsoooi
憚	dsoooo
嗲	dsou
嗲	dsouou
噠	dsov
瘩	dsovii
疸	dsovo
疸	dsovoi
噠	dsovoo
答	dsu
笪	dsuv
答	dsuviv
笪	dsuvoi
達	dsv
韃	dsvi
靼	dsvio
靼	dsvioi
韃	dsvivo
墶	dsvo
達	dsvooa
墶	dsvouo
耷	dsvu
大	dsvuoo
	dsvuv
耷	dsvuvi
	dsvuvu
段	dt
斷	dta
緞	dtaa
緞	dtaaui
斷	dtaauu
鍛	dti
耑	dtia
耑	dtiavu
鍛	dtioui
端	dto
煅	dtou
煅	dtouui
端	dtovia
短	dtu
段	dtuiua
籪	dtuv
籪	dtuvaa
短	dtuvvo
椴	dtv
塅	dtvo
塅	dtvoui
椴	dtvuiv
瑖	dtvv
瑖	dtvvui
頓	dw
沌	dwa
沌	dwavai
鈍	dwi
盹	dwia
囤	dwiav
囤	dwiava
盹	dwiava
躉	dwii
躉	dwiioi
鐓	dwio
鐓	dwioov
飩	dwiov
鈍	dwiova
飩	dwiova
噸	dwo
蹲	dwoi
蹾	dwoio
蹲	dwoiou
蹾	dwoiov
惇	dwoo
惇	dwooov
燉	dwou
燉	dwouov
嘚	dwouu
嘚	dwouui
敦	dwov
噸	dwovai
憝	dwovo
憝	dwovoa
敦	dwovuv
盾	dwu
得	dwuu
遁	dwuuo
遁	dwuuoa
得	dwuuoi
盾	dwuuuo
礅	dwv
頓	dwvavu
墩	dwvo
墩	dwvoov
砘	dwvu
礅	dwvuov
楯	dwvuu
楯	dwvuuu
砘	dwvuva
動	dy
洞	dya
洞	dyaiav
董	dyi
峒	dyia
峒	dyiaia
崬	dyiav
崬	dyiava
蝀	dyiava
蝀	dyiava
侗	dyii
侗	dyiiav
董	dyiiuv
懂	dyo
恫	dyoo
烔	dyooi
恫	dyooia
烔	dyooia
懂	dyooii
慟	dyoou
慟	dyoouv
咚	dyou
咚	dyouao
凍	dyov
凍	dyovva
冬	dyu
冬	dyuaoo
胴	dyui
胴	dyuiav
腖	dyuv
腖	dyuvai
動	dyuvau
氡	dyuvu
氡	dyuvua
東	dyv
鶇	dyva
東	dyvaiu
鶇	dyvaui
垌	dyvo
垌	dyvoia
鼕	dyvou
鼕	dyvoua
硐	dyvu
硐	dyvuia
棟	dyvv
棟	dyvvai
到	dz
刀	dza
韜	dzai
韜	dzaiuo
盜	dzau
盜	dzauia
刀	dzauu
倒	dzi
幬	dzia
幬	dziavo
搗	dziu
搗	dziuui
捯	dziuv
捯	dziuva
倒	dzivao
道	dzo
禱	dzoa
叨	dzoau
叨	dzoauu
禱	dzoavo
蹈	dzoi
蹈	dzoiuo
悼	dzoo
忉	dzooa
忉	dzooau
悼	dzooiv
導	dzou
道	dzouoa
導	dzouvi
島	dzu
魛	dzua
魛	dzuaau
島	dzuiav
舠	dzuu
舠	dzuuau
稻	dzuv
氘	dzuvu
氘	dzuvui
稻	dzuvuo
纛	dzv
到	dzvaii
燾	dzvo
燾	dzvooo
纛	dzvvia
水	eb
水	ebaa
睡	ebi
帨	ebia
蛻	ebiao
帨	ebiaou
蛻	ebiaou
睡	ebiauv
誰	ebo
說	eboa
誰	eboaio
說	eboaou
稅	ebu
稅	ebuvou
手	ed
收	eda
綬	edaa
綬	edaauo
收	edaiuv
授	edi
售	edio
售	ediooo
手	ediuu
授	ediuuo
首	edo
守	edoo
獸	edoov
守	edoovi
獸	edoovu
首	edouui
瘦	edov
熟	edovo
熟	edovoo
瘦	edovui
受	edu
狩	edua
狩	eduaoo
受	eduoao
艏	eduu
艏	eduuou
壽	edv
燾	edvo
壽	edvooi
燾	edvooo
社	ee
涉	eea
涉	eeaivi
賒	eeao
賒	eeaoiv
灄	eeav
灄	eeavii
舍	eei
蛇	eeia
蛇	eeiaoo
輋	eeiav
輋	eeiavu
葉	eeii
葉	eeii
攝	eeiu
捨	eeiui
拾	eeiuiv
拾	eeiuiv
捨	eeiuiv
折	eeiuu
折	eeiuuu
揲	eeiuv
揲	eeiuvi
攝	eeiuvi
佘	eeiv
畲	eeivi
畬	eeivia
畬	eeivia
畲	eeivia
歙	eeivu
歙	eeivua
佘	eeivvi
舍	eeivvi
設	eeo
設	eeoaua
社	eeoavo
闍	eeoi
闍	eeoiuo
躡	eeoiv
躡	eeoivi
懾	eeoo
懾	eeoovi
麝	eeov
麝	eeovui
射	eeu
猞	eeua
色	eeuaa
色	eeuaai
猞	eeuaiv
射	eeuivi
舌	eeuv
舌	eeuvoo
奢	eev
赦	eevo
赦	eevouv
厙	eevu
奓	eevuu
奓	eevuua
奢	eevuuo
厙	eevuva
山	ef
陝	efa
繕	efaa
繕	efaaou
汕	efai
汕	efaiai
陝	efaiuo
贍	efao
贍	efaoua
姍	efau
嬗	efauo
嬗	efauov
姍	efauua
潸	efav
潸	efavvu
擅	efi
蟮	efia
山	efiaii
蟮	efiaou
苫	efii
苫	efiiiv
芟	efiiu
芟	efiiua
釤	efio
釤	efiouu
摻	efiu
摻	efiuao
撣	efiuo
掞	efiuoo
掞	efiuoo
撣	efiuoo
擅	efiuov
騸	efiv
騸	efivuu
善	efo
訕	efoa
訕	efoaia
禪	efoao
禪	efoaoo
衫	efoau
衫	efoauu
閃	efoi
閃	efoiii
晱	efoio
晱	efoiou
跚	efoiu
跚	efoiua
單	efoo
單	efooia
煽	efou
鄯	efoua
鄯	efouai
糝	efouao
糝	efouao
剡	efoui
剡	efouii
羶	efouo
煽	efouoa
善	efouoo
羶	efouov
疝	efov
疝	efovia
顫	efovv
顫	efovvu
刪	efu
鱔	efua
刪	efuaii
鱣	efuao
鱔	efuaou
鱣	efuaov
膳	efuo
膳	efuouv
膻	efuov
膻	efuovi
扇	efuu
扇	efuuao
舢	efuui
舢	efuuia
珊	efv
埏	efvo
墡	efvoo
墠	efvooo
墠	efvooo
墡	efvoou
埏	efvoui
杉	efvu
柵	efvua
柵	efvuau
杉	efvuuu
珊	efvvua
帥	eg
縗	ega
縗	egaaov
摔	egi
蟀	egia
蟀	egiaov
摔	egiuov
率	ego
衰	egov
率	egovaa
衰	egovia
甩	egu
甩	eguavv
帥	eguiia
榱	egv
榱	egvovi
曬	eh
鎩	ehi
鎩	ehiouo
晒	eho
晒	ehoivi
曬	ehoivi
篩	ehu
色	ehua
色	ehuaai
篩	ehuvui
釃	ehv
釃	ehvivi
數	ej
書	eja
紓	ejaa
紓	ejaaao
疏	ejai
疏	ejaiov
陎	ejaiu
陎	ejaiuv
淑	ejaiv
疋	ejaivu
疋	ejaivu
淑	ejaivv
贖	ejao
贖	ejaovo
恕	ejau
婌	ejaui
婌	ejauiv
恕	ejauoa
姝	ejauu
姝	ejauuv
洙	ejauv
洙	ejauvv
屬	ejav
漱	ejavi
漱	ejavia
書	ejavii
屬	ejavio
澍	ejavo
沭	ejavoo
沭	ejavoo
澍	ejavov
叔	eji
署	ejia
蜀	ejiau
蜀	ejiaua
署	ejiauo
數	ejiauv
墅	ejiav
墅	ejiavo
蔬	ejii
蔬	ejiiai
薯	ejiii
薯	ejiiia
菽	ejiiiv
菽	ejiiiv
倏	ejiiu
倏	ejiiua
鉥	ejio
鉥	ejiovo
抒	ejiu
抒	ejiuao
攄	ejiui
攄	ejiuiv
摭	ejiuo
摭	ejiuov
舒	ejiv
鄃	ejiva
鄃	ejivai
叔	ejivao
舒	ejivao
毹	ejivu
毹	ejivuv
熟	ejo
暑	ejoi
曙	ejoii
曙	ejoiia
暑	ejoiuo
庶	ejov
嗽	ejovi
嗽	ejovia
庶	ejovoo
熟	ejovoo
孰	ejovu
孰	ejovua
塾	ejovv
塾	ejovvo
術	eju
殳	ejua
殳	ejuaao
鼠	ejui
鼠	ejuiao
腧	ejuiv
腧	ejuivu
術	ejuuvo
黍	ejuv
黍	ejuvia
秫	ejuvv
秫	ejuvvo
樹	ejv
輸	ejva
輸	ejvaiv
束	ejvi
束	ejviav
豎	ejviv
豎	ejvivo
述	ejvo
术	ejvoo
术	ejvoo
述	ejvooa
梳	ejvov
梳	ejvova
殊	ejvu
戍	ejvuo
戍	ejvuoo
殊	ejvuuv
樞	ejvv
琡	ejvvi
琡	ejvviv
樗	ejvvo
樗	ejvvoa
樞	ejvvoo
樹	ejvvoo
時	ek
始	eka
紲	ekaa
紲	ekaavi
隰	ekai
隰	ekaioi
濕	ekao
湜	ekaoi
濕	ekaoia
湜	ekaoiv
蝨	ekau
始	ekauao
溮	ekaui
溮	ekauia
虱	ekauia
虱	ekauia
蝨	ekauia
溼	ekav
弛	ekava
弛	ekavai
溼	ekavav
屎	ekavo
屎	ekavou
鳲	ekavu
鳲	ekavui
尸	ekavuu
尸	ekavuu
屍	ekavv
屍	ekavvu
使	eki
史	ekia
似	ekiao
似	ekiaoi
螄	ekiau
螄	ekiaui
峙	ekiav
峙	ekiavo
畤	ekiavo
畤	ekiavo
史	ekiavu
蒔	ekii
茌	ekiii
茌	ekiiiv
蒔	ekiioi
蓍	ekiiu
蓍	ekiiuo
食	ekio
食	ekioav
蝕	ekioi
蝕	ekioia
鈰	ekioo
鈰	ekioov
飾	ekiou
飾	ekiouv
拾	ekiu
拾	ekiuiv
誓	ekiuo
誓	ekiuoa
逝	ekiuoa
逝	ekiuoa
什	ekiuoo
什	ekiuoo
拭	ekiuv
拭	ekiuvv
駛	ekiv
使	ekivia
駛	ekivia
侍	ekivo
仕	ekivoo
仕	ekivoo
侍	ekivov
試	eko
詩	ekoa
視	ekoai
視	ekoaia
識	ekoao
諟	ekoaoi
諟	ekoaoi
識	ekoaov
諡	ekoau
諡	ekoauo
祏	ekoav
詩	ekoavo
祏	ekoavu
襫	ekoavv
襫	ekoavv
試	ekoavv
匙	ekoi
匙	ekoiua
噓	ekoiv
噓	ekoiva
是	ekoivi
是	ekoivi
時	ekoivo
室	ekoo
實	ekooa
實	ekooaa
恃	ekoov
室	ekoova
恃	ekoovo
嗜	ekou
嗜	ekouov
噬	ekouv
噬	ekouvo
炻	ekouvu
炻	ekouvu
市	ekov
市	ekovia
適	ekovo
適	ekovoa
施	ekovu
施	ekovuv
十	eku
獅	ekua
鯴	ekuaa
鯴	ekuaau
鰤	ekuai
鰤	ekuaiu
鰣	ekuao
鰣	ekuaoi
獅	ekuaui
氏	ekuav
氏	ekuava
師	ekui
鼫	ekuiv
師	ekuivi
鼫	ekuivu
邿	ekuo
邿	ekuoai
釋	ekuoi
釋	ekuoia
十	ekuoo
弒	ekuov
弒	ekuovv
失	ekuv
舐	ekuvu
舐	ekuvua
矢	ekuvv
䏡	ekuvvi
䏡	ekuvvi
筮	ekuvvi
筮	ekuvvi
失	ekuvvu
矢	ekuvvu
事	ekv
軾	ekva
軾	ekvavv
世	ekvi
貰	ekvia
貰	ekviao
事	ekviav
世	ekviiv
醍	ekvio
醍	ekvioi
	ekviu
	ekviua
釃	ekviv
釃	ekvivi
士	ekvo
勢	ekvoa
勢	ekvoau
螫	ekvoi
螫	ekvoia
塒	ekvoo
塒	ekvooi
士	ekvooo
豉	ekvou
豉	ekvouo
柿	ekvov
柿	ekvovi
石	ekvu
豕	ekvua
柵	ekvuau
柵	ekvuau
豕	ekvuau
石	ekvuoo
殖	ekvuu
殖	ekvuuo
式	ekvv
示	ekvvi
示	ekvviu
式	ekvviv
奭	ekvvu
奭	ekvvuv
栻	ekvvv
栻	ekvvvi
說	el
妁	ela
妁	elauua
鑠	eli
蟀	elia
蟀	eliaov
數	eliau
數	eliauv
蒴	elii
蒴	eliiou
芍	eliiu
芍	eliiua
鑠	elioui
搠	eliu
搠	eliuou
爍	elo
說	eloaou
嗍	eloo
嗍	eloouv
朔	elou
爍	elouui
朔	elouuu
槊	elouv
槊	elouvv
勺	elu
勺	eluaoo
碩	elv
碩	elvuvu
神	en
深	ena
滲	enaa
紳	enaai
紳	enaaia
滲	enaaov
沈	enao
沈	enaoau
深	enaoau
瀋	enaoo
瀋	enaooa
參	enaou
參	enaouu
嬸	enau
嬸	enauoo
娠	enauv
娠	enauvu
伸	eni
申	enia
屾	eniai
屾	eniaia
瞫	eniav
瞫	eniavi
申	eniavv
莘	enii
伸	eniiav
莘	eniiov
葚	eniiv
葚	eniivi
鉮	enio
鉮	enioia
什	eniu
抻	eniui
抻	eniuia
什	eniuoo
侁	eniuv
侁	eniuvi
駪	eniv
駪	enivuv
審	eno
諗	enoa
神	enoaia
諗	enoaio
詵	enoau
詵	enoauv
吲	enoav
吲	enoava
諶	enoavi
諶	enoavi
呻	enoi
呻	enoiav
慎	enoo
審	enooia
慎	enoouo
糝	enou
糝	enouao
燊	enouv
燊	enouvv
哂	enov
瘮	enova
瘮	enovao
哂	enovia
身	enu
鰺	enua
鰺	enuaao
胂	enui
胂	enuiav
身	enuiav
矧	enuv
矧	enuvav
甡	enuvu
甡	enuvuv
甚	env
腎	envi
甚	enviuo
腎	enviuu
砷	envu
蜃	envui
砷	envuia
蜃	envuia
椹	envv
珅	envvi
珅	envvia
椹	envvii
琛	envvo
琛	envvoa
上	ep
鞝	epa
鞝	epa
緔	epaa
緔	epaaio
湯	epao
湯	epaoiv
尚	epi
賞	epio
賞	epioao
尚	epioia
裳	epioo
裳	epioov
傷	epiu
傷	epiuvo
上	epivvv
商	epo
誒	epoa
誒	epoaao
晌	epoi
晌	epoiui
熵	epou
熵	epouov
商	epovia
觴	epu
觴	epuauv
墒	epv
垧	epvo
埫	epvoi
埫	epvoio
墒	epvoov
垧	epvoui
殤	epvu
殤	epvuuv
刷	eq
涮	eqa
涮	eqaavu
刷	eqavii
唰	eqo
唰	eqoavu
耍	eqv
耍	eqvuau
生	er
繩	era
繩	eraaia
陞	erai
澠	eraia
澠	eraiav
陞	eraiuv
省	eri
嵊	eria
嵊	eriauv
蟶	eriav
蟶	eriavi
省	eriuia
晟	ero
昇	eroi
昇	eroiuv
晟	eroivu
勝	eru
賸	eruo
勝	eruouv
賸	eruouv
升	eruv
剩	eruvi
甥	eruvia
甥	eruvia
眚	eruvia
眚	eruvia
剩	eruvii
乘	eruviv
乘	eruviv
牲	eruvu
升	eruvui
牲	eruvuv
笙	eruvuv
笙	eruvuv
生	eruvvi
聲	erv
聖	ervi
聖	erviuv
聲	ervovi
盛	ervu
盛	ervuia
檉	ervv
檉	ervvii
啥	es
沙	esa
紗	esaa
紗	esaaiu
鯊	esai
裟	esaio
裟	esaiov
鯊	esaiua
沙	esaiuo
傻	esi
莎	esii
莎	esiiai
鎩	esio
鎩	esiouo
傻	esiuia
痧	eso
啥	esoivv
唼	esoo
唼	esoovo
廈	esov
痧	esovai
嗄	esovu
嗄	esovui
廈	esovvu
殺	esu
煞	esua
煞	esuaoo
剎	esuo
剎	esuoii
殺	esuoua
歃	esuv
歃	esuvua
砂	esv
桫	esva
桫	esvaiu
霎	esvo
霎	esvoov
杉	esvu
砂	esvuiu
杉	esvuuu
拴	et
涮	eta
涮	etaavu
拴	etiuiv
閂	eto
閂	etoivv
腨	etu
腨	etuiai
栓	etv
栓	etvivv
誰	ew
瞬	ewi
瞬	ewiauo
吮	ewo
誰	ewoaio
吮	ewoaou
順	ewu
順	ewuivu
舜	ewuo
舜	ewuoua
楯	ewv
楯	ewvuuu
雙	ex
孀	exa
瀧	exao
瀧	exaovo
孀	exauvo
驦	exi
雙	exioao
驦	exivvi
爽	exv
聖	exvi
聖	exviuv
霜	exvo
鸘	exvou
鸘	exvoui
霜	exvovi
礵	exvu
爽	exvuou
礵	exvuvo
少	ez
紹	eza
紹	ezaaau
邵	ezau
劭	ezaua
邵	ezauai
劭	ezauau
召	ezauo
召	ezauoo
潲	ezauv
潲	ezauvi
捎	ezi
蛸	ezia
睄	eziai
睄	eziaio
蛸	eziaio
苕	ezii
苕	eziiau
芍	eziiu
芍	eziiua
捎	eziuio
少	eziuou
燒	ezo
哨	ezoi
哨	ezoiou
燒	ezouvo
韶	ezov
韶	ezovau
稍	ezu
勺	ezua
勺	ezuaoo
艄	ezuu
艄	ezuuio
筲	ezuv
稍	ezuvio
筲	ezuvio
梢	ezv
柖	ezva
柖	ezvauo
鞘	ezvi
鞘	ezviio
梢	ezviou
杪	ezviu
杪	ezviuo
杓	ezvu
杓	ezvuao
玿	ezvv
玿	ezvvau
追	fb
墜	fba
綴	fbaa
綴	fbaaao
縋	fbaau
縋	fbaaui
墜	fbaivo
揣	fbi
錐	fbio
錐	fbioio
隹	fbiov
隹	fbiovv
掇	fbiu
掇	fbiuao
揣	fbiuia
騅	fbiv
騅	fbivio
惴	fbo
裰	fboa
裰	fboaao
惴	fbooia
追	fbuioa
椎	fbv
椎	fbviov
贅	fbvo
贅	fbvoao
碓	fbvu
碓	fbvuio
覅	fc
覅	fcviua
周	fd
洲	fda
縐	fdaa
縐	fdaaua
紂	fdaav
紂	fdaavi
賙	fdao
賙	fdaoua
洲	fdaouo
妯	fdau
妯	fdauia
婤	fdauu
婤	fdauua
晝	fdav
帚	fdavi
帚	fdavia
粥	fdavo
晝	fdavoi
粥	fdavou
胄	fdi
罘	fdia
胄	fdiauu
罘	fdiavu
葤	fdii
葤	fdiiaa
㑳	fdiu
倜	fdiua
㑳	fdiuaa
倜	fdiuau
驟	fdiv
驟	fdivvi
州	fdo
謅	fdoa
謅	fdoaua
咒	fdoo
宙	fdooi
宙	fdooia
㥮	fdoou
㥮	fdooua
咒	fdooua
啁	fdou
啁	fdouau
州	fdouoi
皺	fdu
週	fdua
皺	fduaau
週	fduaoa
周	fduauo
繇	fduo
繇	fduo
舟	fduu
舟	fduuao
舳	fduui
舳	fduuia
鵃	fduuu
鵃	fduuui
肘	fduv
籀	fduvi
肘	fduvio
籀	fduviu
缶	fduvu
缶	fduvuo
否	fdv
軸	fdva
軸	fdvaia
輈	fdvau
輈	fdvauu
酎	fdvi
酎	fdvivi
碡	fdvu
不	fdvui
不	fdvuio
否	fdvuoo
碡	fdvuvv
著	fe
著	fe
浙	fea
浙	feaiuu
折	fei
蔗	feii
蔗	feiiov
鍺	feio
鏑	feioo
鏑	feioov
鍺	feiouo
哲	feiu
摺	feiua
摺	feiuao
蜇	feiui
蜇	feiuia
晢	feiuo
晢	feiuoi
哲	feiuoo
折	feiuuu
遮	feo
褶	feoa
褶	feoaao
謫	feoao
這	feoaoa
這	feoaoa
謫	feoaov
褚	feoau
褚	feoauo
嘀	feoo
嘀	feoovo
啫	feou
着	feoui
着	feouia
啫	feouov
鷓	feov
䗪	feovi
䗪	feovia
讋	feovo
讋	feovoa
遮	feovoa
鷓	feovui
者	feu
蟄	feuo
蟄	feuoia
者	feuooi
轍	fev
輒	feva
轍	fevava
輒	fevavi
喆	fevo
螫	fevoi
螫	fevoia
赭	fevou
赭	fevouo
喆	fevovo
磔	fevu
磔	fevuua
柘	fevv
柘	fevvuo
反	ff
泛	ffa
氾	ffaa
氾	ffaaaa
販	ffao
販	ffaouu
汎	ffau
汎	ffauao
泛	ffauoa
范	ffi
帆	ffia
幡	ffiau
帆	ffiaua
幡	ffiauo
畈	ffiauu
畈	ffiauu
蕃	ffii
藩	ffiia
范	ffiiaa
藩	ffiiau
蘩	ffiiu
蕃	ffiiuo
蘩	ffiiuv
飯	ffio
鐇	ffiou
釩	ffioua
釩	ffioua
鐇	ffiouo
飯	ffiouu
煩	ffo
袢	ffoa
袢	ffoaou
蹯	ffoi
蹯	ffoiuo
燔	ffou
燔	ffouuo
煩	ffouvu
旛	ffov
旛	ffovuv
犯	ffu
凡	ffua
犯	ffuaaa
凡	ffuaoo
皤	ffui
皤	ffuiuo
翻	ffuo
翻	ffuoao
番	ffuoi
番	ffuoia
鷭	ffuou
鷭	ffuoui
返	ffuu
反	ffuuao
返	ffuuoa
繁	ffuv
繁	ffuvaa
範	ffuvv
範	ffuvva
梵	ffv
墦	ffvo
墦	ffvouo
樊	ffvu
礬	ffvuv
樊	ffvuvu
礬	ffvuvu
璠	ffvv
梵	ffvvua
璠	ffvvuo
